shape,cut,color,clarity,report,type
Round,Super Ideal,I,SI1,IGI,lab
Round,Super Ideal,I,SI1,IGI,lab
Oval,Very Good,H,SI1,IGI,lab
Round,Ideal,F,SI1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,SI1,IGI,lab
Asscher,Very Good,F,SI2,IGI,lab
Asscher,Very Good,F,SI1,IGI,lab
Asscher,Very Good,F,SI1,IGI,lab
Pear,Good,I,VS2,IGI,lab
Pear,Good,I,VS2,IGI,lab
Round,Ideal,J,VVS2,IGI,lab
Round,Very Good,I,VS1,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Ideal,I,VS2,GCAL,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,SI1,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Super Ideal,J,VS1,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Pear,Ideal,G,SI1,IGI,lab
Round,Ideal,F,SI1,IGI,lab
Emerald,Very Good,F,SI1,GCAL,lab
Round,Ideal,I,SI2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,E,SI1,IGI,lab
Round,Very Good,E,SI1,IGI,lab
Emerald,Very Good,E,SI1,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Pear,Ideal,I,SI1,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Round,Super Ideal,F,SI1,GCAL,lab
Round,Ideal,F,SI1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Super Ideal,G,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,E,SI2,IGI,lab
Round,Super Ideal,F,SI2,IGI,lab
Round,Super Ideal,F,SI1,IGI,lab
Princess,Super Ideal,G,VS1,IGI,lab
Asscher,Very Good,E,SI1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Good,E,SI1,IGI,lab
Round,Super Ideal,E,SI1,IGI,lab
Asscher,Very Good,E,SI1,IGI,lab
Emerald,Very Good,I,SI1,GCAL,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Pear,Ideal,H,VVS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,SI2,IGI,lab
Emerald,Ideal,H,VS1,IGI,lab
Pear,Super Ideal,F,SI1,IGI,lab
Round,Super Ideal,H,VS2,IGI,lab
Round,Super Ideal,F,SI1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Emerald,Very Good,F,SI1,IGI,lab
Emerald,Ideal,F,SI1,GCAL,lab
Round,Ideal,H,SI2,IGI,lab
Round,Very Good,E,SI2,IGI,lab
Round,Ideal,E,SI2,IGI,lab
Round,Super Ideal,H,SI2,IGI,lab
Pear,Ideal,G,SI1,IGI,lab
Cushion,Good,F,SI1,IGI,lab
Oval,Super Ideal,G,SI2,IGI,lab
Emerald,Super Ideal,E,SI1,IGI,lab
Round,Very Good,E,SI1,IGI,lab
Round,Super Ideal,E,SI1,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Emerald,Ideal,E,SI1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Princess,Very Good,H,VVS2,GCAL,lab
Round,Ideal,I,VS1,IGI,lab
Pear,Ideal,I,VS1,IGI,lab
Round,Super Ideal,E,SI2,IGI,lab
Round,Ideal,G,VS1,IGI,lab
Round,Super Ideal,I,SI2,IGI,lab
Round,Ideal,I,SI2,IGI,lab
Pear,Very Good,H,VS1,IGI,lab
Round,Ideal,E,SI2,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Good,E,SI1,IGI,lab
Cushion,Very Good,F,SI1,IGI,lab
Emerald,Very Good,E,SI1,IGI,lab
Emerald,Very Good,E,SI1,IGI,lab
Asscher,Very Good,E,SI1,IGI,lab
Asscher,Very Good,E,SI1,IGI,lab
Marquise,Ideal,I,SI1,GCAL,lab
Pear,Ideal,F,SI1,IGI,lab
Pear,Very Good,F,SI1,GCAL,lab
Round,Very Good,E,VS2,GCAL,lab
Oval,Super Ideal,H,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VVS2,GCAL,lab
Round,Super Ideal,G,VS1,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Super Ideal,I,SI2,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Super Ideal,G,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,H,VS2,IGI,lab
Round,Ideal,F,SI1,IGI,lab
Emerald,Super Ideal,H,VS2,IGI,lab
Marquise,Ideal,H,SI1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Oval,Very Good,D,VS2,IGI,lab
Emerald,Very Good,E,SI1,IGI,lab
Emerald,Super Ideal,F,SI1,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Round,Super Ideal,E,SI1,IGI,lab
Asscher,Very Good,E,SI1,IGI,lab
Pear,Ideal,F,VVS2,IGI,lab
Round,Super Ideal,J,VVS1,IGI,lab
Pear,Ideal,F,SI1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,GCAL,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS2,GCAL,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,G,VS1,IGI,lab
Round,Super Ideal,I,SI2,IGI,lab
Round,Super Ideal,G,VS1,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Super Ideal,I,SI2,IGI,lab
Round,Ideal,F,SI1,IGI,lab
Round,Ideal,I,SI2,IGI,lab
Emerald,Ideal,D,VS2,IGI,lab
Round,Ideal,J,VVS2,IGI,lab
Round,Ideal,E,SI2,IGI,lab
Oval,Ideal,G,SI1,IGI,lab
Princess,Super Ideal,F,SI1,IGI,lab
Cushion,Very Good,F,SI1,IGI,lab
Cushion,Very Good,F,SI1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Asscher,Very Good,E,SI1,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Oval,Very Good,E,SI2,IGI,lab
Oval,Ideal,E,SI2,IGI,lab
Round,Super Ideal,E,SI1,IGI,lab
Emerald,Very Good,E,VVS2,IGI,lab
Round,Super Ideal,I,VVS2,HRD,lab
Round,Super Ideal,I,VVS2,HRD,lab
Round,Super Ideal,F,SI1,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Very Good,G,SI1,GCAL,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,SI2,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Super Ideal,E,VS2,IGI,lab
Round,Super Ideal,J,VS1,IGI,lab
Round,Super Ideal,F,SI1,IGI,lab
Round,Super Ideal,F,SI1,IGI,lab
Oval,Ideal,I,VS2,IGI,lab
Emerald,Ideal,D,VS2,IGI,lab
Round,Super Ideal,G,SI1,IGI,lab
Round,Ideal,E,SI2,IGI,lab
Round,Ideal,E,SI2,IGI,lab
Round,Ideal,E,SI2,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Round,Very Good,E,SI1,IGI,lab
Oval,Ideal,E,SI2,IGI,lab
Oval,Ideal,E,SI2,IGI,lab
Pear,Very Good,I,SI1,GCAL,lab
Pear,Super Ideal,D,VS1,IGI,lab
Pear,Good,H,VS1,IGI,lab
Round,Ideal,I,VS1,GCAL,lab
Round,Ideal,I,VVS2,GCAL,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,GCAL,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Super Ideal,J,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Super Ideal,E,VS2,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Super Ideal,G,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Ideal,I,SI2,IGI,lab
Round,Super Ideal,E,SI1,IGI,lab
Marquise,Ideal,H,VS1,IGI,lab
Oval,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Cushion,Good,D,SI2,IGI,lab
Princess,Ideal,H,VS2,IGI,lab
Round,Ideal,J,VVS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,GCAL,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,J,VVS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Super Ideal,E,SI1,IGI,lab
Round,Ideal,E,VS2,IGI,lab
Emerald,Super Ideal,G,VVS2,IGI,lab
Round,Super Ideal,F,SI1,IGI,lab
Emerald,Ideal,D,VS2,IGI,lab
Emerald,Ideal,E,VS1,IGI,lab
Round,Ideal,E,SI2,IGI,lab
Round,Ideal,F,SI1,IGI,lab
Round,Ideal,G,SI1,IGI,lab
Emerald,Very Good,F,SI1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Princess,Super Ideal,H,VS2,IGI,lab
Princess,Ideal,I,VS1,IGI,lab
Round,Super Ideal,G,SI1,IGI,lab
Oval,Ideal,E,SI2,IGI,lab
Princess,Super Ideal,I,VS1,IGI,lab
Pear,Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VVS2,HRD,lab
Round,Super Ideal,I,VVS2,HRD,lab
Pear,Ideal,F,SI1,IGI,lab
Round,Ideal,F,SI1,IGI,lab
Round,Ideal,I,VS2,GCAL,lab
Round,Ideal,I,VVS2,GCAL,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,GCAL,lab
Round,Ideal,I,VVS2,GCAL,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Very Good,J,VS2,GCAL,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Super Ideal,G,VS1,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Super Ideal,J,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,F,SI1,IGI,lab
Pear,Very Good,E,SI1,IGI,lab
Cushion,Ideal,H,VS1,IGI,lab
Princess,Ideal,E,SI1,IGI,lab
Princess,Super Ideal,H,VS2,IGI,lab
Pear,Very Good,I,SI1,GCAL,lab
Emerald,Ideal,I,SI1,IGI,lab
Round,Very Good,I,SI2,GCAL,lab
Round,Ideal,I,VVS2,HRD,lab
Round,Super Ideal,I,VVS2,HRD,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Ideal,I,SI2,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Super Ideal,F,SI1,IGI,lab
Emerald,Ideal,D,VS2,IGI,lab
Emerald,Very Good,G,SI2,GCAL,lab
Round,Super Ideal,F,SI2,IGI,lab
Round,Super Ideal,F,SI2,IGI,lab
Round,Super Ideal,F,SI1,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Princess,Ideal,H,VVS2,IGI,lab
Cushion,Good,E,SI1,IGI,lab
Heart,Good,J,VS1,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Ideal,E,SI1,IGI,lab
Asscher,Very Good,F,SI1,IGI,lab
Round,Ideal,E,SI1,IGI,lab
Round,Super Ideal,G,SI1,IGI,lab
Round,Ideal,E,SI1,IGI,lab
Round,Super Ideal,E,SI1,IGI,lab
Pear,Good,I,VS2,IGI,lab
Pear,Very Good,H,SI2,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VVS2,HRD,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Ideal,I,SI2,IGI,lab
Round,Super Ideal,I,SI2,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Super Ideal,J,VS1,IGI,lab
Round,Ideal,F,VS1,IGI,lab
Pear,Ideal,E,SI1,IGI,lab
Round,Ideal,I,SI1,IGI,lab
Round,Ideal,J,SI2,IGI,lab
Oval,Very Good,E,VS1,IGI,lab
Asscher,Very Good,E,SI1,IGI,lab
Round,Ideal,I,SI1,IGI,lab
Round,Ideal,E,SI1,IGI,lab
Asscher,Very Good,F,SI1,IGI,lab
Oval,Very Good,E,SI2,IGI,lab
Round,Ideal,E,SI1,IGI,lab
Pear,Very Good,I,VS2,GCAL,lab
Cushion,Ideal,I,SI1,GCAL,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VVS2,HRD,lab
Round,Super Ideal,I,VVS2,IGI,lab
Round,Super Ideal,D,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Pear,Ideal,H,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,H,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Ideal,J,VVS2,IGI,lab
Round,Ideal,F,VS1,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Ideal,F,VS1,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Very Good,F,VS1,IGI,lab
Round,Super Ideal,J,VS1,IGI,lab
Round,Ideal,I,SI2,IGI,lab
Round,Ideal,F,VS1,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Ideal,F,VS1,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Oval,Very Good,E,SI1,GCAL,lab
Round,Ideal,H,VS2,HRD,lab
Emerald,Super Ideal,D,VS2,IGI,lab
Cushion,Very Good,F,SI1,IGI,lab
Round,Super Ideal,G,SI1,IGI,lab
Radiant,Good,E,SI2,IGI,lab
Marquise,Super Ideal,H,VS2,IGI,lab
Round,Ideal,I,SI1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Very Good,E,SI1,IGI,lab
Princess,Super Ideal,H,VVS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Asscher,Very Good,E,SI1,IGI,lab
Cushion,Very Good,G,SI1,IGI,lab
Cushion,Very Good,F,SI1,IGI,lab
Round,Ideal,E,SI1,IGI,lab
Pear,Very Good,I,SI1,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Round,Super Ideal,H,VS2,HRD,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,F,VS1,IGI,lab
Round,Ideal,F,VS1,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Very Good,F,VS1,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Ideal,F,VS1,IGI,lab
Round,Ideal,J,VS1,IGI,lab
Round,Very Good,F,VS1,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Super Ideal,F,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Oval,Ideal,E,SI1,IGI,lab
Oval,Ideal,E,SI1,IGI,lab
Radiant,Ideal,D,VS1,IGI,lab
Heart,Ideal,H,VS2,IGI,lab
Round,Ideal,D,SI1,IGI,lab
Round,Ideal,I,SI2,IGI,lab
Round,Ideal,F,SI2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Ideal,E,SI1,IGI,lab
Round,Ideal,E,SI1,IGI,lab
Princess,Ideal,I,VVS2,IGI,lab
Emerald,Ideal,I,VS2,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Round,Super Ideal,I,VVS2,HRD,lab
Round,Super Ideal,I,VS1,GCAL,lab
Oval,Ideal,I,VVS2,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Super Ideal,J,VS1,IGI,lab
Round,Ideal,F,VS1,IGI,lab
Round,Super Ideal,F,VS1,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Super Ideal,F,VS1,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Super Ideal,F,VS1,IGI,lab
Emerald,Super Ideal,D,VS2,IGI,lab
Round,Ideal,E,SI1,IGI,lab
Cushion,Very Good,F,SI1,IGI,lab
Asscher,Very Good,F,SI1,IGI,lab
Round,Ideal,E,SI1,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Round,Super Ideal,H,VS2,HRD,lab
Round,Ideal,I,VVS2,IGI,lab
Round,Super Ideal,I,VVS2,HRD,lab
Round,Ideal,J,VVS2,IGI,lab
Round,Ideal,H,SI1,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Ideal,I,VVS2,GCAL,lab
Round,Super Ideal,I,SI1,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Super Ideal,F,VS1,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Super Ideal,F,VS1,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Ideal,F,VS1,IGI,lab
Round,Super Ideal,I,SI2,IGI,lab
Round,Super Ideal,J,SI1,IGI,lab
Round,Ideal,J,SI1,IGI,lab
Round,Ideal,H,VS2,IGI,lab
Princess,Super Ideal,E,VS2,IGI,lab
Oval,Very Good,H,SI1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,SI1,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Very Good,D,VVS1,IGI,lab
Cushion,Very Good,E,SI1,IGI,lab
Pear,Good,I,VS1,IGI,lab
Round,Ideal,I,SI1,IGI,lab
Round,Super Ideal,I,VVS2,IGI,lab
Emerald,Very Good,E,SI1,GCAL,lab
Round,Ideal,E,SI1,GCAL,lab
Emerald,Good,D,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VVS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,F,SI2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,G,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Ideal,I,SI2,IGI,lab
Round,Very Good,G,VVS2,IGI,lab
Round,Very Good,H,SI2,GCAL,lab
Round,Ideal,I,VS2,IGI,lab
Round,Very Good,I,VS2,IGI,lab
Round,Very Good,I,VS2,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Pear,Very Good,G,SI1,GCAL,lab
Round,Super Ideal,I,VS1,GCAL,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,GCAL,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,G,VS1,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Super Ideal,F,SI1,IGI,lab
Oval,Super Ideal,I,VVS2,IGI,lab
Pear,Very Good,J,VS1,IGI,lab
Round,Super Ideal,F,SI2,IGI,lab
Marquise,Super Ideal,H,SI1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,J,VS2,IGI,lab
Round,Ideal,I,SI1,IGI,lab
Asscher,Very Good,E,SI1,IGI,lab
Asscher,Very Good,E,SI1,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Pear,Ideal,D,VS1,GCAL,lab
Round,Super Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,F,VS1,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,J,VS2,IGI,lab
Round,Very Good,I,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Very Good,I,VS2,IGI,lab
Round,Ideal,I,VS2,IGI,lab
Round,Super Ideal,F,VS1,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,F,VS1,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Super Ideal,F,VS1,IGI,lab
Round,Super Ideal,F,VS1,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
Round,Ideal,G,SI1,IGI,lab
Round,Ideal,F,SI1,IGI,lab
Oval,Ideal,I,VS2,IGI,lab
Oval,Super Ideal,E,VS2,IGI,lab
Round,Ideal,E,SI2,IGI,lab
Round,Ideal,I,VVS2,IGI,lab
Princess,Ideal,J,SI2,IGI,lab
Oval,Ideal,E,SI2,IGI,lab
Round,Super Ideal,J,VVS1,IGI,lab
Round,Super Ideal,I,VVS2,IGI,lab
Round,Ideal,I,VS1,IGI,lab
Round,Super Ideal,I,VS2,IGI,lab
